"id";"user_id";"exercise_id";"created_at";"updated_at"
279;1;1694;"2020-08-30 18:14:33";"2020-08-30 18:14:33"
280;1;1695;"2020-08-30 18:14:33";"2020-08-30 18:14:33"
281;1;1696;"2020-08-30 18:14:33";"2020-08-30 18:14:33"
282;1;1697;"2020-08-30 18:14:33";"2020-08-30 18:14:33"
283;1;1698;"2020-08-30 18:14:33";"2020-08-30 18:14:33"
284;1;1699;"2020-08-30 18:14:33";"2020-08-30 18:14:33"
285;1;1700;"2020-08-30 18:14:33";"2020-08-30 18:14:33"
286;1;1701;"2020-08-30 18:14:33";"2020-08-30 18:14:33"
287;1;1702;"2020-08-30 18:14:33";"2020-08-30 18:14:33"
288;1;1703;"2020-08-30 18:14:33";"2020-08-30 18:14:33"
289;1;1704;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
290;1;1705;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
291;1;1706;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
292;1;1707;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
293;1;1708;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
294;1;1709;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
295;1;1710;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
296;1;1711;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
297;1;1712;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
298;1;1713;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
299;1;1714;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
300;1;1715;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
301;1;1716;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
302;1;1717;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
303;1;1718;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
304;1;1719;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
305;1;1720;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
306;1;1721;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
307;1;1722;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
308;1;1723;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
309;1;1724;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
310;1;1725;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
311;1;1726;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
312;1;1727;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
313;1;1728;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
314;1;1729;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
315;1;1730;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
316;1;1731;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
317;1;1732;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
318;1;1733;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
319;1;1734;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
320;1;1735;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
321;1;1736;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
322;1;1737;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
323;1;1738;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
324;1;1739;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
325;1;1740;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
326;1;1741;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
327;1;1742;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
