"id";"muscle_id";"exercise_id";"body_part_id";"muscle_type";"active"
1885;61;1601;1;"primary";0
1886;66;1601;1;"primary";0
1887;65;1601;1;"primary";0
1888;16;1601;1;"secondary";0
1889;259;1601;1;"secondary";0
1890;260;1601;1;"secondary";0
1891;61;1602;1;"primary";0
1892;66;1602;1;"primary";0
1893;70;1602;1;"primary";0
1894;62;1602;1;"primary";0
1895;65;1602;1;"primary";0
1896;67;1602;1;"secondary";0
1897;71;1602;1;"secondary";0
1898;262;1602;1;"secondary";0
1899;61;1603;1;"primary";0
1900;66;1603;1;"primary";0
1901;70;1603;1;"primary";0
1902;62;1603;1;"primary";0
1903;67;1603;1;"primary";0
1904;65;1603;1;"primary";0
1905;262;1603;1;"secondary";0
1906;260;1604;1;"primary";0
1907;261;1604;1;"primary";0
1908;66;1604;1;"primary";0
1909;61;1604;1;"secondary";0
1910;257;1605;1;"primary";0
1911;66;1605;1;"primary";0
1912;62;1605;1;"primary";0
1913;65;1605;1;"primary";0
1914;61;1605;1;"secondary";0
1915;12;1606;1;"primary";0
1916;66;1606;1;"primary";0
1917;62;1606;1;"primary";0
1918;10;1606;1;"secondary";0
1919;260;1606;1;"secondary";0
1920;261;1606;1;"secondary";0
1921;13;1606;1;"secondary";0
1922;66;1607;1;"primary";0
1923;61;1608;1;"primary";0
1924;66;1608;1;"primary";0
1925;70;1608;1;"primary";0
1926;56;1608;1;"primary";0
1927;10;1608;1;"secondary";0
1928;258;1608;1;"secondary";0
1929;67;1608;1;"secondary";0
1930;2;1609;1;"primary";0
1931;31;1609;1;"primary";0
1932;16;1609;1;"primary";0
1933;260;1609;1;"primary";0
1934;261;1609;1;"primary";0
1935;61;1609;1;"primary";0
1936;66;1609;1;"primary";0
1937;62;1609;1;"primary";0
1938;7;1609;1;"secondary";0
1939;16;1610;1;"primary";0
1940;259;1610;1;"primary";0
1941;260;1610;1;"primary";0
1942;261;1610;1;"primary";0
1943;61;1610;1;"primary";0
1944;66;1610;1;"primary";0
1945;16;1611;1;"primary";0
1946;259;1611;1;"primary";0
1947;257;1611;1;"primary";0
1948;66;1611;1;"primary";0
1949;68;1611;1;"primary";0
1950;65;1611;1;"primary";0
1951;61;1612;1;"primary";0
1952;66;1612;1;"primary";0
1953;70;1612;1;"primary";0
1954;62;1612;1;"primary";0
1955;67;1612;1;"primary";0
1956;257;1612;1;"secondary";0
1957;257;1613;1;"primary";0
1958;66;1613;1;"primary";0
1959;62;1613;1;"primary";0
1960;61;1613;1;"secondary";0
1961;16;1614;1;"primary";0
1962;259;1614;1;"primary";0
1963;66;1614;1;"primary";0
1964;12;1615;1;"primary";0
1965;7;1615;1;"primary";0
1966;66;1615;1;"primary";0
1967;61;1616;1;"primary";0
1968;66;1616;1;"primary";0
1969;62;1616;1;"primary";0
1970;56;1616;1;"primary";0
1971;7;1616;1;"secondary";0
1972;61;1617;1;"primary";0
1973;66;1617;1;"primary";0
1974;70;1617;1;"primary";0
1975;62;1617;1;"primary";0
1976;65;1617;1;"primary";0
1977;67;1617;1;"secondary";0
1978;10;1618;1;"primary";0
1979;61;1618;1;"primary";0
1980;257;1618;1;"primary";0
1981;66;1618;1;"primary";0
1982;61;1619;1;"primary";0
1983;66;1619;1;"primary";0
1984;70;1619;1;"primary";0
1985;61;1620;1;"primary";0
1986;66;1620;1;"primary";0
1987;70;1620;1;"primary";0
1988;65;1620;1;"primary";0
1989;62;1620;1;"secondary";0
1990;67;1620;1;"secondary";0
1991;61;1621;1;"primary";0
1992;66;1621;1;"primary";0
1993;56;1621;1;"primary";0
1994;257;1621;1;"secondary";0
1995;61;1622;1;"primary";0
1996;257;1622;1;"primary";0
1997;66;1622;1;"primary";0
1998;70;1622;1;"primary";0
1999;62;1622;1;"primary";0
2000;65;1622;1;"primary";0
2001;67;1622;1;"secondary";0
2002;71;1622;1;"secondary";0
2003;262;1622;1;"secondary";0
2004;61;1623;1;"primary";0
2005;66;1623;1;"primary";0
2006;56;1623;1;"primary";0
2007;257;1623;1;"secondary";0
2008;66;1624;1;"primary";0
2009;70;1624;1;"primary";0
2010;67;1624;1;"primary";0
2011;61;1625;1;"primary";0
2012;257;1625;1;"primary";0
2013;66;1625;1;"primary";0
2014;70;1625;1;"primary";0
2015;62;1625;1;"primary";0
2016;66;1626;1;"primary";0
2017;70;1626;1;"primary";0
2018;67;1626;1;"primary";0
2019;61;1626;1;"secondary";0
2020;66;1627;1;"primary";0
2021;56;1627;1;"primary";0
2022;66;1628;1;"primary";0
2023;70;1628;1;"primary";0
2024;62;1628;1;"primary";0
2025;61;1628;1;"secondary";0
2026;257;1628;1;"secondary";0
2027;61;1629;1;"primary";0
2028;66;1629;1;"primary";0
2029;70;1629;1;"primary";0
2030;62;1629;1;"primary";0
2031;65;1629;1;"primary";0
2032;16;1630;1;"primary";0
2033;259;1630;1;"primary";0
2034;258;1630;1;"primary";0
2035;66;1630;1;"primary";0
2036;61;1630;1;"secondary";0
2037;257;1631;1;"primary";0
2038;66;1631;1;"primary";0
2039;65;1631;1;"primary";0
2040;61;1632;1;"primary";0
2041;66;1632;1;"primary";0
2042;65;1632;1;"primary";0
2043;16;1633;1;"primary";0
2044;259;1633;1;"primary";0
2045;66;1633;1;"primary";0
2046;10;1634;1;"primary";0
2047;3;1634;1;"primary";0
2048;61;1634;1;"primary";0
2049;66;1634;1;"primary";0
2050;65;1634;1;"primary";0
2051;257;1635;1;"primary";0
2052;66;1635;1;"primary";0
2053;61;1636;1;"primary";0
2054;66;1636;1;"primary";0
2055;70;1636;1;"primary";0
2056;62;1636;1;"primary";0
2057;67;1636;1;"secondary";0
2058;61;1637;1;"primary";0
2059;66;1637;1;"primary";0
2060;70;1637;1;"primary";0
2061;62;1637;1;"primary";0
2062;66;1638;1;"primary";0
2063;61;1639;1;"primary";0
2064;66;1639;1;"primary";0
2065;62;1639;1;"primary";0
2066;66;1640;1;"primary";0
2067;62;1640;1;"primary";0
2068;7;1640;1;"secondary";0
2069;68;1640;1;"secondary";0
2070;66;1641;1;"primary";0
2071;62;1641;1;"primary";0
2072;7;1641;1;"secondary";0
2073;68;1641;1;"secondary";0
2074;66;1642;1;"primary";0
2075;62;1642;1;"primary";0
2076;7;1642;1;"secondary";0
2077;68;1642;1;"secondary";0
2078;9;1643;1;"primary";0
2079;31;1643;1;"primary";0
2080;7;1643;1;"primary";0
2081;13;1643;1;"primary";0
2082;58;1643;1;"secondary";0
2083;258;1643;1;"secondary";0
2084;12;1643;1;"secondary";0
2085;10;1644;1;"primary";0
2086;3;1644;1;"primary";0
2087;9;1644;1;"primary";0
2088;2;1644;1;"primary";0
2089;31;1644;1;"primary";0
2090;16;1644;1;"primary";0
2091;259;1644;1;"primary";0
2092;7;1644;1;"secondary";0
2093;66;1644;1;"secondary";0
2094;10;1645;1;"primary";0
2095;3;1645;1;"primary";0
2096;9;1645;1;"primary";0
2097;2;1645;1;"primary";0
2098;31;1645;1;"primary";0
2099;59;1645;1;"secondary";0
2100;16;1645;1;"secondary";0
2101;10;1646;1;"primary";0
2102;3;1646;1;"primary";0
2103;9;1646;1;"primary";0
2104;2;1646;1;"primary";0
2105;31;1646;1;"primary";0
2106;59;1646;1;"primary";0
2107;19;1646;1;"primary";0
2108;16;1646;1;"primary";0
2109;259;1646;1;"primary";0
2110;258;1646;1;"primary";0
2111;12;1646;1;"primary";0
2112;7;1646;1;"primary";0
2113;61;1646;1;"primary";0
2114;62;1646;1;"primary";0
2115;67;1646;1;"primary";0
2116;56;1646;1;"primary";0
2117;10;1647;1;"primary";0
2118;3;1647;1;"primary";0
2119;9;1647;1;"primary";0
2120;31;1647;1;"primary";0
2121;12;1647;1;"primary";0
2122;7;1647;1;"primary";0
2123;68;1647;1;"primary";0
2124;13;1647;1;"primary";0
2125;264;1647;1;"primary";0
2126;2;1648;1;"primary";0
2127;31;1648;1;"primary";0
2128;58;1648;1;"primary";0
2129;19;1648;1;"primary";0
2130;32;1648;1;"primary";0
2131;16;1648;1;"primary";0
2132;12;1648;1;"secondary";0
2133;7;1648;1;"secondary";0
2134;10;1649;1;"primary";0
2135;3;1649;1;"primary";0
2136;9;1649;1;"primary";0
2137;31;1649;1;"primary";0
2138;19;1649;1;"secondary";0
2139;31;1650;1;"primary";0
2140;58;1650;1;"secondary";0
2141;31;1651;1;"primary";0
2142;29;1651;1;"secondary";0
2143;31;1652;1;"primary";0
2144;258;1652;1;"primary";0
2145;31;1653;1;"primary";0
2146;3;1653;1;"secondary";0
2147;59;1653;1;"secondary";0
2148;2;1654;1;"primary";0
2149;31;1654;1;"primary";0
2150;7;1654;1;"primary";0
2151;61;1654;1;"primary";0
2152;70;1654;1;"primary";0
2153;62;1654;1;"primary";0
2154;19;1654;1;"secondary";0
2155;32;1654;1;"secondary";0
2156;23;1654;1;"secondary";0
2157;260;1654;1;"secondary";0
2158;261;1654;1;"secondary";0
2159;68;1654;1;"secondary";0
2160;11;1654;1;"secondary";0
2161;264;1654;1;"secondary";0
2162;31;1655;1;"primary";0
2163;10;1656;1;"primary";0
2164;3;1656;1;"primary";0
2165;9;1656;1;"primary";0
2166;2;1656;1;"primary";0
2167;31;1656;1;"primary";0
2168;59;1656;1;"secondary";0
2169;16;1656;1;"secondary";0
2170;31;1657;1;"primary";0
2171;29;1657;1;"primary";0
2172;3;1657;1;"secondary";0
2173;59;1657;1;"secondary";0
2174;12;1657;1;"secondary";0
2175;39;1657;1;"secondary";0
2176;31;1658;1;"primary";0
2177;29;1658;1;"primary";0
2178;3;1658;1;"secondary";0
2179;12;1658;1;"secondary";0
2180;64;1658;1;"secondary";0
2181;39;1658;1;"secondary";0
2182;31;1659;1;"primary";0
2183;31;1660;1;"primary";0
2184;58;1660;1;"secondary";0
2185;59;1660;1;"secondary";0
2186;29;1660;1;"secondary";0
2187;10;1661;1;"primary";0
2188;3;1661;1;"primary";0
2189;9;1661;1;"primary";0
2190;31;1661;1;"primary";0
2191;258;1661;1;"primary";0
2192;59;1661;1;"secondary";0
2193;31;1662;1;"primary";0
2194;9;1662;1;"secondary";0
2195;2;1662;1;"secondary";0
2196;59;1662;1;"secondary";0
2197;10;1663;1;"primary";0
2198;3;1663;1;"primary";0
2199;31;1663;1;"primary";0
2200;258;1663;1;"primary";0
2201;59;1663;1;"secondary";0
2202;10;1664;1;"primary";0
2203;3;1664;1;"primary";0
2204;31;1664;1;"primary";0
2205;32;1664;1;"primary";0
2206;7;1664;1;"primary";0
2207;61;1664;1;"primary";0
2208;70;1664;1;"primary";0
2209;62;1664;1;"primary";0
2210;16;1664;1;"secondary";0
2211;258;1664;1;"secondary";0
2212;31;1665;1;"primary";0
2213;7;1665;1;"primary";0
2214;24;1665;1;"primary";0
2215;2;1666;1;"primary";0
2216;31;1666;1;"primary";0
2217;258;1666;1;"primary";0
2218;9;1666;1;"secondary";0
2219;31;1666;1;"secondary";0
2220;70;1666;1;"secondary";0
2221;10;1667;1;"primary";0
2222;3;1667;1;"primary";0
2223;9;1667;1;"primary";0
2224;2;1667;1;"primary";0
2225;31;1667;1;"primary";0
2226;258;1667;1;"primary";0
2227;59;1667;1;"secondary";0
2228;32;1667;1;"secondary";0
2229;3;1668;1;"primary";0
2230;31;1668;1;"primary";0
2231;7;1668;1;"primary";0
2232;13;1668;1;"primary";0
2233;10;1668;1;"secondary";0
2234;9;1668;1;"secondary";0
2235;58;1668;1;"secondary";0
2236;16;1668;1;"secondary";0
2237;259;1668;1;"secondary";0
2238;10;1669;1;"primary";0
2239;3;1669;1;"primary";0
2240;2;1669;1;"primary";0
2241;31;1669;1;"primary";0
2242;32;1669;1;"primary";0
2243;9;1669;1;"secondary";0
2244;258;1669;1;"secondary";0
2245;7;1669;1;"secondary";0
2246;13;1669;1;"secondary";0
2247;10;1670;1;"primary";0
2248;3;1670;1;"primary";0
2249;2;1670;1;"primary";0
2250;31;1670;1;"primary";0
2251;258;1670;1;"primary";0
2252;59;1670;1;"secondary";0
2253;16;1670;1;"secondary";0
2254;31;1671;1;"primary";0
2255;7;1671;1;"primary";0
2256;24;1671;1;"primary";0
2257;29;1671;1;"primary";0
2258;31;1672;1;"primary";0
2259;2;1672;1;"secondary";0
2260;58;1672;1;"secondary";0
2261;29;1672;1;"secondary";0
2262;60;1672;1;"secondary";0
2263;10;1673;1;"primary";0
2264;3;1673;1;"primary";0
2265;9;1673;1;"primary";0
2266;31;1673;1;"primary";0
2267;29;1673;1;"primary";0
2268;10;1674;1;"primary";0
2269;3;1674;1;"primary";0
2270;31;1674;1;"primary";0
2271;70;1674;1;"primary";0
2272;7;1674;1;"secondary";0
2273;61;1674;1;"secondary";0
2274;62;1674;1;"secondary";0
2275;10;1675;1;"primary";0
2276;3;1675;1;"primary";0
2277;9;1675;1;"primary";0
2278;31;1675;1;"primary";0
2279;12;1675;1;"primary";0
2280;2;1675;1;"secondary";0
2281;2;1676;1;"primary";0
2282;31;1676;1;"primary";0
2283;258;1676;1;"primary";0
2284;10;1676;1;"secondary";0
2285;58;1676;1;"secondary";0
2286;16;1676;1;"secondary";0
2287;259;1676;1;"secondary";0
2288;61;1676;1;"secondary";0
2289;2;1677;1;"primary";0
2290;31;1677;1;"primary";0
2291;59;1677;1;"primary";0
2292;19;1677;1;"primary";0
2293;29;1677;1;"secondary";0
2294;2;1678;1;"primary";0
2295;31;1678;1;"primary";0
2296;58;1678;1;"primary";0
2297;258;1678;1;"primary";0
2298;10;1678;1;"secondary";0
2299;31;1679;1;"primary";0
2300;29;1679;1;"secondary";0
2301;10;1680;1;"primary";0
2302;3;1680;1;"primary";0
2303;2;1680;1;"primary";0
2304;31;1680;1;"primary";0
2305;19;1680;1;"primary";0
2306;32;1680;1;"primary";0
2307;23;1680;1;"primary";0
2308;258;1680;1;"secondary";0
2309;31;1681;1;"primary";0
2310;59;1681;1;"primary";0
2311;2;1681;1;"secondary";0
2312;58;1681;1;"secondary";0
2313;10;1682;1;"primary";0
2314;3;1682;1;"primary";0
2315;9;1682;1;"primary";0
2316;2;1682;1;"primary";0
2317;31;1682;1;"primary";0
2318;12;1682;1;"primary";0
2319;7;1682;1;"primary";0
2320;259;1682;1;"secondary";0
2321;66;1682;1;"secondary";0
2322;10;1683;1;"primary";0
2323;3;1683;1;"primary";0
2324;9;1683;1;"primary";0
2325;2;1683;1;"primary";0
2326;31;1683;1;"primary";0
2327;16;1683;1;"secondary";0
2328;31;1684;1;"primary";0
2329;29;1684;1;"primary";0
2330;10;1685;1;"primary";0
2331;3;1685;1;"primary";0
2332;9;1685;1;"primary";0
2333;2;1685;1;"primary";0
2334;31;1685;1;"primary";0
2335;16;1685;1;"primary";0
2336;259;1685;1;"primary";0
2337;260;1685;1;"primary";0
2338;261;1685;1;"primary";0
2339;258;1685;1;"primary";0
2340;10;1686;1;"primary";0
2341;3;1686;1;"primary";0
2342;9;1686;1;"primary";0
2343;31;1686;1;"primary";0
2344;10;1687;1;"primary";0
2345;3;1687;1;"primary";0
2346;9;1687;1;"primary";0
2347;31;1687;1;"primary";0
2348;12;1687;1;"primary";0
2349;10;1688;1;"primary";0
2350;3;1688;1;"primary";0
2351;31;1688;1;"primary";0
2352;19;1688;1;"primary";0
2353;9;1688;1;"secondary";0
2354;16;1688;1;"secondary";0
2355;259;1688;1;"secondary";0
2356;260;1688;1;"secondary";0
2357;261;1688;1;"secondary";0
2358;258;1688;1;"secondary";0
2359;68;1688;1;"secondary";0
2360;264;1688;1;"secondary";0
2361;10;1689;1;"primary";0
2362;3;1689;1;"primary";0
2363;31;1689;1;"primary";0
2364;19;1689;1;"primary";0
2365;9;1689;1;"secondary";0
2366;16;1689;1;"secondary";0
2367;259;1689;1;"secondary";0
2368;260;1689;1;"secondary";0
2369;261;1689;1;"secondary";0
2370;258;1689;1;"secondary";0
2371;68;1689;1;"secondary";0
2372;264;1689;1;"secondary";0
2373;3;1690;1;"primary";0
2374;31;1690;1;"primary";0
2375;7;1690;1;"primary";0
2376;257;1690;1;"primary";0
2377;259;1690;1;"secondary";0
2378;10;1691;1;"primary";0
2379;3;1691;1;"primary";0
2380;9;1691;1;"primary";0
2381;31;1691;1;"primary";0
2382;58;1691;1;"primary";0
2383;32;1691;1;"primary";0
2384;16;1691;1;"primary";0
2385;259;1691;1;"primary";0
2386;7;1691;1;"primary";0
2387;257;1691;1;"primary";0
2388;260;1691;1;"secondary";0
2389;261;1691;1;"secondary";0
2390;31;1692;1;"primary";0
2391;2;1692;1;"secondary";0
2392;58;1692;1;"secondary";0
2393;2;1693;1;"primary";0
2394;31;1693;1;"primary";0
2395;61;1693;1;"primary";0
2396;257;1693;1;"primary";0
2397;70;1693;1;"primary";0
2398;7;1693;1;"secondary";0
2399;10;1694;1;"primary";0
2400;3;1694;1;"primary";0
2401;9;1694;1;"primary";0
2402;2;1694;1;"primary";0
2403;31;1694;1;"primary";0
2404;61;1694;1;"primary";0
2405;70;1694;1;"primary";0
2406;56;1694;1;"primary";0
2407;66;1694;1;"secondary";0
2408;31;1695;1;"primary";0
2409;58;1695;1;"secondary";0
2410;59;1695;1;"secondary";0
2411;10;1696;1;"primary";0
2412;3;1696;1;"primary";0
2413;9;1696;1;"primary";0
2414;31;1696;1;"primary";0
2415;61;1696;1;"primary";0
2416;62;1696;1;"primary";0
2417;68;1696;1;"primary";0
2418;264;1696;1;"primary";0
2419;2;1697;1;"primary";0
2420;31;1697;1;"primary";0
2421;16;1697;1;"primary";0
2422;61;1697;1;"primary";0
2423;259;1697;1;"secondary";0
2424;260;1697;1;"secondary";0
2425;261;1697;1;"secondary";0
2426;31;1698;1;"primary";0
2427;61;1698;1;"primary";0
2428;70;1698;1;"primary";0
2429;62;1698;1;"secondary";0
2430;67;1698;1;"secondary";0
2431;10;1699;1;"primary";0
2432;3;1699;1;"primary";0
2433;31;1699;1;"primary";0
2434;32;1699;1;"secondary";0
2435;10;1700;1;"primary";0
2436;3;1700;1;"primary";0
2437;9;1700;1;"primary";0
2438;2;1700;1;"primary";0
2439;31;1700;1;"primary";0
2440;58;1700;1;"secondary";0
2441;59;1700;1;"secondary";0
2442;10;1701;1;"primary";0
2443;3;1701;1;"primary";0
2444;2;1701;1;"primary";0
2445;31;1701;1;"primary";0
2446;70;1701;1;"primary";0
2447;9;1701;1;"secondary";0
2448;2;1702;1;"primary";0
2449;31;1702;1;"primary";0
2450;70;1702;1;"primary";0
2451;10;1702;1;"secondary";0
2452;3;1702;1;"secondary";0
2453;258;1702;1;"secondary";0
2454;7;1702;1;"secondary";0
2455;61;1702;1;"secondary";0
2456;68;1702;1;"secondary";0
2457;10;1703;1;"primary";0
2458;3;1703;1;"primary";0
2459;31;1703;1;"primary";0
2460;7;1703;1;"primary";0
2461;258;1703;1;"secondary";0
2462;13;1703;1;"secondary";0
2463;10;1704;1;"primary";0
2464;3;1704;1;"primary";0
2465;9;1704;1;"primary";0
2466;2;1704;1;"primary";0
2467;31;1704;1;"primary";0
2468;7;1704;1;"primary";0
2469;68;1704;1;"primary";0
2470;13;1704;1;"primary";0
2471;259;1704;1;"secondary";0
2472;258;1704;1;"secondary";0
2473;61;1704;1;"secondary";0
2474;10;1705;1;"primary";0
2475;3;1705;1;"primary";0
2476;9;1705;1;"primary";0
2477;31;1705;1;"primary";0
2478;7;1705;1;"primary";0
2479;68;1705;1;"primary";0
2480;13;1705;1;"primary";0
2481;264;1705;1;"primary";0
2482;10;1706;1;"primary";0
2483;31;1706;1;"primary";0
2484;19;1706;1;"primary";0
2485;32;1706;1;"primary";0
2486;23;1706;1;"primary";0
2487;258;1706;1;"primary";0
2488;2;1706;1;"secondary";0
2489;2;1707;1;"primary";0
2490;31;1707;1;"primary";0
2491;19;1707;1;"primary";0
2492;32;1707;1;"primary";0
2493;10;1707;1;"secondary";0
2494;3;1707;1;"secondary";0
2495;258;1707;1;"secondary";0
2496;2;1708;1;"primary";0
2497;31;1708;1;"primary";0
2498;19;1708;1;"primary";0
2499;32;1708;1;"primary";0
2500;23;1708;1;"primary";0
2501;12;1708;1;"primary";0
2502;7;1708;1;"primary";0
2503;70;1708;1;"primary";0
2504;62;1708;1;"primary";0
2505;67;1708;1;"primary";0
2506;68;1708;1;"primary";0
2507;13;1708;1;"primary";0
2508;264;1708;1;"primary";0
2509;16;1708;1;"secondary";0
2510;259;1708;1;"secondary";0
2511;260;1708;1;"secondary";0
2512;261;1708;1;"secondary";0
2513;258;1708;1;"secondary";0
2514;10;1709;1;"primary";0
2515;3;1709;1;"primary";0
2516;9;1709;1;"primary";0
2517;2;1709;1;"primary";0
2518;31;1709;1;"primary";0
2519;61;1709;1;"primary";0
2520;70;1709;1;"primary";0
2521;56;1709;1;"primary";0
2522;66;1709;1;"secondary";0
2523;67;1709;1;"secondary";0
2524;31;1710;1;"primary";0
2525;2;1710;1;"secondary";0
2526;58;1710;1;"secondary";0
2527;2;1711;1;"primary";0
2528;31;1711;1;"primary";0
2529;19;1711;1;"primary";0
2530;10;1711;1;"secondary";0
2531;3;1711;1;"secondary";0
2532;16;1711;1;"secondary";0
2533;259;1711;1;"secondary";0
2534;260;1711;1;"secondary";0
2535;261;1711;1;"secondary";0
2536;258;1711;1;"secondary";0
2537;2;1712;1;"primary";0
2538;31;1712;1;"primary";0
2539;61;1712;1;"primary";0
2540;257;1712;1;"primary";0
2541;70;1712;1;"primary";0
2542;7;1712;1;"secondary";0
2543;31;1713;1;"primary";0
2544;58;1713;1;"secondary";0
2545;59;1713;1;"secondary";0
2546;10;1714;1;"primary";0
2547;3;1714;1;"primary";0
2548;9;1714;1;"primary";0
2549;31;1714;1;"primary";0
2550;61;1714;1;"primary";0
2551;62;1714;1;"primary";0
2552;68;1714;1;"primary";0
2553;264;1714;1;"primary";0
2554;31;1715;1;"primary";0
2555;61;1715;1;"primary";0
2556;70;1715;1;"primary";0
2557;62;1715;1;"secondary";0
2558;67;1715;1;"secondary";0
2559;31;1716;1;"primary";0
2560;258;1716;1;"primary";0
2561;70;1716;1;"primary";0
2562;259;1716;1;"secondary";0
2563;10;1717;1;"primary";0
2564;3;1717;1;"primary";0
2565;31;1717;1;"primary";0
2566;32;1717;1;"secondary";0
2567;2;1718;1;"primary";0
2568;31;1718;1;"primary";0
2569;258;1718;1;"primary";0
2570;10;1718;1;"secondary";0
2571;3;1718;1;"secondary";0
2572;9;1718;1;"secondary";0
2573;16;1718;1;"secondary";0
2574;259;1718;1;"secondary";0
2575;260;1718;1;"secondary";0
2576;261;1718;1;"secondary";0
2577;61;1718;1;"secondary";0
2578;62;1718;1;"secondary";0
2579;10;1719;1;"primary";0
2580;3;1719;1;"primary";0
2581;9;1719;1;"primary";0
2582;31;1719;1;"primary";0
2583;58;1719;1;"primary";0
2584;32;1719;1;"primary";0
2585;16;1719;1;"primary";0
2586;259;1719;1;"primary";0
2587;7;1719;1;"primary";0
2588;70;1719;1;"secondary";0
2589;10;1720;1;"primary";0
2590;3;1720;1;"primary";0
2591;9;1720;1;"primary";0
2592;31;1720;1;"primary";0
2593;59;1720;1;"primary";0
2594;61;1720;1;"primary";0
2595;70;1720;1;"primary";0
2596;62;1720;1;"primary";0
2597;67;1720;1;"primary";0
2598;10;1721;1;"primary";0
2599;3;1721;1;"primary";0
2600;9;1721;1;"primary";0
2601;2;1721;1;"primary";0
2602;31;1721;1;"primary";0
2603;10;1722;1;"primary";0
2604;3;1722;1;"primary";0
2605;31;1722;1;"primary";0
2606;19;1722;1;"primary";0
2607;32;1722;1;"primary";0
2608;23;1722;1;"primary";0
2609;16;1722;1;"primary";0
2610;259;1722;1;"primary";0
2611;2;1722;1;"secondary";0
2612;257;1722;1;"secondary";0
2613;31;1723;1;"primary";0
2614;3;1723;1;"secondary";0
2615;58;1723;1;"secondary";0
2616;59;1723;1;"secondary";0
2617;19;1723;1;"secondary";0
2618;31;1724;1;"primary";0
2619;260;1724;1;"primary";0
2620;261;1724;1;"primary";0
2621;70;1724;1;"primary";0
2622;10;1724;1;"secondary";0
2623;3;1724;1;"secondary";0
2624;2;1724;1;"secondary";0
2625;3;1725;1;"primary";0
2626;31;1725;1;"primary";0
2627;58;1725;1;"primary";0
2628;59;1725;1;"primary";0
2629;7;1725;1;"primary";0
2630;10;1725;1;"secondary";0
2631;16;1725;1;"secondary";0
2632;31;1726;1;"primary";0
2633;61;1726;1;"primary";0
2634;70;1726;1;"primary";0
2635;13;1726;1;"primary";0
2636;10;1727;1;"primary";0
2637;3;1727;1;"primary";0
2638;2;1727;1;"primary";0
2639;31;1727;1;"primary";0
2640;59;1727;1;"primary";0
2641;29;1727;1;"primary";0
2642;16;1727;1;"secondary";0
2643;259;1727;1;"secondary";0
2644;260;1727;1;"secondary";0
2645;261;1727;1;"secondary";0
2646;258;1727;1;"secondary";0
2647;68;1727;1;"secondary";0
2648;2;1728;1;"primary";0
2649;31;1728;1;"primary";0
2650;258;1728;1;"primary";0
2651;56;1728;1;"primary";0
2652;10;1728;1;"secondary";0
2653;3;1728;1;"secondary";0
2654;9;1728;1;"secondary";0
2655;260;1728;1;"secondary";0
2656;261;1728;1;"secondary";0
2657;61;1728;1;"secondary";0
2658;62;1728;1;"secondary";0
2659;2;1729;1;"primary";0
2660;31;1729;1;"primary";0
2661;16;1729;1;"primary";0
2662;259;1729;1;"primary";0
2663;3;1730;1;"primary";0
2664;31;1730;1;"primary";0
2665;260;1730;1;"primary";0
2666;261;1730;1;"primary";0
2667;257;1730;1;"secondary";0
2668;68;1730;1;"secondary";0
2669;264;1730;1;"secondary";0
2670;10;1731;1;"primary";0
2671;3;1731;1;"primary";0
2672;9;1731;1;"primary";0
2673;2;1731;1;"primary";0
2674;31;1731;1;"primary";0
2675;16;1731;1;"primary";0
2676;12;1731;1;"primary";0
2677;10;1732;1;"primary";0
2678;3;1732;1;"primary";0
2679;9;1732;1;"primary";0
2680;2;1732;1;"primary";0
2681;31;1732;1;"primary";0
2682;259;1732;1;"primary";0
2683;12;1732;1;"primary";0
2684;2;1733;1;"primary";0
2685;31;1733;1;"primary";0
2686;19;1733;1;"primary";0
2687;32;1733;1;"primary";0
2688;10;1733;1;"secondary";0
2689;3;1733;1;"secondary";0
2690;258;1733;1;"secondary";0
2691;2;1734;1;"primary";0
2692;31;1734;1;"primary";0
2693;12;1734;1;"primary";0
2694;7;1734;1;"primary";0
2695;258;1734;1;"secondary";0
2696;70;1734;1;"secondary";0
2697;10;1735;1;"primary";0
2698;3;1735;1;"primary";0
2699;9;1735;1;"primary";0
2700;2;1735;1;"primary";0
2701;31;1735;1;"primary";0
2702;59;1735;1;"primary";0
2703;32;1735;1;"primary";0
2704;259;1735;1;"primary";0
2705;258;1735;1;"primary";0
2706;12;1735;1;"primary";0
2707;7;1735;1;"primary";0
2708;61;1735;1;"primary";0
2709;70;1735;1;"primary";0
2710;62;1735;1;"primary";0
2711;67;1735;1;"primary";0
2712;13;1735;1;"primary";0
2713;2;1736;1;"primary";0
2714;31;1736;1;"primary";0
2715;19;1736;1;"primary";0
2716;3;1737;1;"primary";0
2717;31;1737;1;"primary";0
2718;19;1737;1;"primary";0
2719;32;1737;1;"primary";0
2720;23;1737;1;"primary";0
2721;258;1737;1;"primary";0
2722;13;1737;1;"primary";0
2723;9;1737;1;"secondary";0
2724;68;1737;1;"secondary";0
2725;31;1738;1;"primary";0
2726;19;1738;1;"primary";0
2727;2;1738;1;"secondary";0
2728;31;1739;1;"primary";0
2729;61;1739;1;"secondary";0
2730;70;1739;1;"secondary";0
2731;62;1739;1;"secondary";0
2732;3;1740;1;"primary";0
2733;31;1740;1;"primary";0
2734;257;1740;1;"primary";0
2735;10;1741;1;"primary";0
2736;3;1741;1;"primary";0
2737;31;1741;1;"primary";0
2738;58;1741;1;"primary";0
2739;59;1741;1;"primary";0
2740;259;1741;1;"secondary";0
2741;61;1742;1;"primary";0
